Potential (V)	 Current (A)	 Elapsed Time (s)
-1,1846924	 -0,0001	 5610,8108
-1,0995483	 -0,0001	 5621,6216
-1,1599731	 -0,0001	 5632,4324
-1,2142944	 -0,0001	 5643,2432
-1,2426758	 -0,0001	 5654,0541
-1,2548828	 -0,0001	 5664,8649
-1,2600708	 -0,0001	 5675,6757
-1,260376	 -0,0001	 5686,4865
-1,2591553	 -0,0001	 5697,2973
-1,2561035	 -0,0001	 5708,1081
-1,2506104	 -0,0001	 5718,9189
-1,2432861	 -0,0001	 5729,7297
-1,234436	 -0,0001	 5740,5405
-1,2219238	 -0,0001	 5751,3514
-1,194458	 -0,0001	 5762,1622
-1,0900879	 -0,0001	 5772,973
-1,1535645	 -0,0001	 5783,7838
-1,2091064	 -0,0001	 5794,5946
-1,2405396	 -0,0001	 5805,4054
-1,2530518	 -0,0001	 5816,2162
-1,2591553	 -0,0001	 5827,027
-1,2609863	 -0,0001	 5837,8378
-1,2585449	 -0,0001	 5848,6486
-1,2542725	 -0,0001	 5859,4595
-1,2496948	 -0,0001	 5870,2703
-1,2423706	 -0,0001	 5881,0811
-1,2353516	 -0,0001	 5891,8919
-1,2249756	 -0,0001	 5902,7027
-1,206665	 -0,0001	 5913,5135
-1,0733032	 -0,0001	 5924,3243
-1,1322021	 -0,0001	 5935,1351
-1,1877441	 -0,0001	 5945,9459
-1,2307739	 -0,0001	 5956,7568
-1,2487793	 -0,0001	 5967,5676
-1,2564087	 -0,0001	 5978,3784
-1,2597656	 -0,0001	 5989,1892
-1,2594604	 -0,0001	 6000
-1,2576294	 -0,0001	 6010,8108
-1,2533569	 -0,0001	 6021,6216
-1,2472534	 -0,0001	 6032,4324
-1,239624	 -0,0001	 6043,2432
-1,2261963	 -0,0001	 6054,0541
-1,2112427	 -0,0001	 6064,8649
-1,1157227	 -0,0001	 6075,6757
-1,1212158	 -0,0001	 6086,4865
-1,1776733	 -0,0001	 6097,2973
-1,2240601	 -0,0001	 6108,1081
-1,2460327	 -0,0001	 6118,9189
-1,2554932	 -0,0001	 6129,7297
-1,2594604	 -0,0001	 6140,5405
-1,2591553	 -0,0001	 6151,3514
-1,2567139	 -0,0001	 6162,1622
-1,2521362	 -0,0001	 6172,973
-1,2460327	 -0,0001	 6183,7838
-1,2384033	 -0,0001	 6194,5946
-1,2295532	 -0,0001	 6205,4054
-1,2142944	 -0,0001	 6216,2162
-1,1767578	 -0,0001	 6227,027
-1,1056519	 -0,0001	 6237,8378
-1,1636353	 -0,0001	 6248,6486
-1,2130737	 -0,0001	 6259,4595
-1,2405396	 -0,0001	 6270,2703
-1,2515259	 -0,0001	 6281,0811
-1,2564087	 -0,0001	 6291,8919
-1,2582397	 -0,0001	 6302,7027
-1,2579346	 -0,0001	 6313,5135
-1,2545776	 -0,0001	 6324,3243
-1,25	 -0,0001	 6335,1351
-1,242981	 -0,0001	 6345,9459
-1,2353516	 -0,0001	 6356,7568
-1,2249756	 -0,0001	 6367,5676
-1,2094116	 -0,0001	 6378,3784
-1,109314	 -0,0001	 6389,1892
-1,1224365	 -0,0001	 6400
-1,1767578	 -0,0001	 6410,8108
-1,222229	 -0,0001	 6421,6216
-1,2438965	 -0,0001	 6432,4324
-1,2539673	 -0,0001	 6443,2432
-1,257019	 -0,0001	 6454,0541
-1,2573242	 -0,0001	 6464,8649
-1,2554932	 -0,0001	 6475,6757
-1,2512207	 -0,0001	 6486,4865
-1,2457275	 -0,0001	 6497,2973
-1,239624	 -0,0001	 6508,1081
-1,229248	 -0,0001	 6518,9189
-1,2155151	 -0,0001	 6529,7297
-1,1819458	 -0,0001	 6540,5405
-1,1026001	 -0,0001	 6551,3514
-1,1587524	 -0,0001	 6562,1622
-1,2072754	 -0,0001	 6572,973
-1,2365723	 -0,0001	 6583,7838
-1,2493896	 -0,0001	 6594,5946
-1,2545776	 -0,0001	 6605,4054
-1,2554932	 -0,0001	 6616,2162
-1,2548828	 -0,0001	 6627,027
-1,2521362	 -0,0001	 6637,8378
-1,2496948	 -0,0001	 6648,6486
-1,2445068	 -0,0001	 6659,4595
-1,239624	 -0,0001	 6670,2703
-1,2286377	 -0,0001	 6681,0811
-1,2136841	 -0,0001	 6691,8919
-1,1630249	 -0,0001	 6702,7027
-1,1096191	 -0,0001	 6713,5135
-1,1611938	 -0,0001	 6724,3243
-1,206665	 -0,0001	 6735,1351
-1,2338257	 -0,0001	 6745,9459
-1,2478638	 -0,0001	 6756,7568
-1,2548828	 -0,0001	 6767,5676
-1,257019	 -0,0001	 6778,3784
-1,2564087	 -0,0001	 6789,1892
-1,2554932	 -0,0001	 6800
-1,2515259	 -0,0001	 6810,8108
-1,2454224	 -0,0001	 6821,6216
-1,2387085	 -0,0001	 6832,4324
-1,2304688	 -0,0001	 6843,2432
-1,2213135	 -0,0001	 6854,0541
-1,2063599	 -0,0001	 6864,8649
-1,104126	 -0,0001	 6875,6757
-1,1233521	 -0,0001	 6886,4865
-1,1737061	 -0,0001	 6897,2973
