Angle Intensity Error
33.040 248.000 1.000
33.060 228.000 1.000
33.080 224.000 1.000
33.100 219.000 1.000
33.120 238.000 1.000
33.140 252.000 1.000
33.160 234.000 1.000
33.180 246.000 1.000
33.200 257.000 1.000
33.220 257.000 1.000
33.240 251.000 1.000
33.260 255.000 1.000
33.280 251.000 1.000
33.300 231.000 1.000
33.320 244.000 1.000
33.340 274.000 1.000
33.360 271.000 1.000
33.380 252.000 1.000
33.400 248.000 1.000
33.420 223.000 1.000
33.440 240.000 1.000
33.460 252.000 1.000
33.480 278.000 1.000
33.500 242.000 1.000
33.520 227.000 1.000
33.540 222.000 1.000
33.560 266.000 1.000
33.580 258.000 1.000
33.600 247.000 1.000
33.620 245.000 1.000
33.640 224.000 1.000
33.660 266.000 1.000
33.680 238.000 1.000
33.700 243.000 1.000
33.720 256.000 1.000
33.740 246.000 1.000
33.760 264.000 1.000
33.780 240.000 1.000
33.800 244.000 1.000
33.820 250.000 1.000
33.840 245.000 1.000
33.860 244.000 1.000
33.880 251.000 1.000
33.900 252.000 1.000
33.920 265.000 1.000
33.940 286.000 1.000
33.960 262.000 1.000
33.980 285.000 1.000
34.000 309.000 1.000
34.020 310.000 1.000
34.040 324.000 1.000
34.060 335.000 1.000
34.080 319.000 1.000
34.100 331.000 1.000
34.120 313.000 1.000
34.140 304.000 1.000
34.160 250.000 1.000
34.180 277.000 1.000
34.200 259.000 1.000
34.220 244.000 1.000
34.240 256.000 1.000
34.260 255.000 1.000
34.280 261.000 1.000
34.300 237.000 1.000
34.320 238.000 1.000
34.340 261.000 1.000
34.360 249.000 1.000
34.380 230.000 1.000
34.400 236.000 1.000
34.420 255.000 1.000
34.440 253.000 1.000
34.460 231.000 1.000
34.480 255.000 1.000
34.500 234.000 1.000
34.520 239.000 1.000
34.540 222.000 1.000
34.560 240.000 1.000
34.580 229.000 1.000
34.600 249.000 1.000
34.620 229.000 1.000
34.640 239.000 1.000
34.660 247.000 1.000
34.680 248.000 1.000
34.700 225.000 1.000
34.720 234.000 1.000
34.740 250.000 1.000
34.760 238.000 1.000
34.780 250.000 1.000
34.800 256.000 1.000
34.820 254.000 1.000
34.840 241.000 1.000
34.860 253.000 1.000
34.880 244.000 1.000
34.900 241.000 1.000
34.920 228.000 1.000
34.940 248.000 1.000
34.960 241.000 1.000
34.980 257.000 1.000
35.000 253.000 1.000
35.020 244.000 1.000
35.040 241.000 1.000
35.060 232.000 1.000
35.080 267.000 1.000
35.100 238.000 1.000
35.120 261.000 1.000
35.140 264.000 1.000
35.160 262.000 1.000
35.180 262.000 1.000
35.200 250.000 1.000
35.220 231.000 1.000
35.240 253.000 1.000
35.260 242.000 1.000
35.280 223.000 1.000
35.300 242.000 1.000
35.320 264.000 1.000
35.340 251.000 1.000
35.360 244.000 1.000
35.380 286.000 1.000
35.400 272.000 1.000
35.420 262.000 1.000
35.440 276.000 1.000
35.460 239.000 1.000
35.480 248.000 1.000
35.500 274.000 1.000
35.520 262.000 1.000
35.540 266.000 1.000
35.560 260.000 1.000
35.580 266.000 1.000
35.600 274.000 1.000
35.620 250.000 1.000
35.640 292.000 1.000
35.660 265.000 1.000
35.680 278.000 1.000
35.700 261.000 1.000
35.720 270.000 1.000
35.740 290.000 1.000
35.760 304.000 1.000
35.780 284.000 1.000
35.800 280.000 1.000
35.820 291.000 1.000
35.840 292.000 1.000
35.860 277.000 1.000
35.880 295.000 1.000
35.900 311.000 1.000
35.920 302.000 1.000
35.940 309.000 1.000
35.960 326.000 1.000
35.980 337.000 1.000
36.000 363.000 1.000
36.020 364.000 1.000
36.040 357.000 1.000
36.060 391.000 1.000
36.080 413.000 1.000
36.100 397.000 1.000
36.120 404.000 1.000
36.140 450.000 1.000
36.160 496.000 1.000
36.180 532.000 1.000
36.200 602.000 1.000
36.220 660.000 1.000
36.240 761.000 1.000
36.260 864.000 1.000
36.280 980.000 1.000
36.300 1160.000 1.000
36.320 1375.000 1.000
36.340 1490.000 1.000
36.360 1742.000 1.000
36.380 1963.000 1.000
36.400 2121.000 1.000
36.420 2282.000 1.000
36.440 2338.000 1.000
36.460 2398.000 1.000
36.480 2287.000 1.000
36.500 2218.000 1.000
36.520 2163.000 1.000
36.540 1942.000 1.000
36.560 1741.000 1.000
36.580 1530.000 1.000
36.600 1324.000 1.000
36.620 1174.000 1.000
36.640 969.000 1.000
36.660 848.000 1.000
36.680 753.000 1.000
36.700 652.000 1.000
36.720 641.000 1.000
36.740 532.000 1.000
36.760 484.000 1.000
36.780 445.000 1.000
36.800 435.000 1.000
36.820 385.000 1.000
36.840 365.000 1.000
36.860 356.000 1.000
36.880 356.000 1.000
36.900 350.000 1.000
36.920 316.000 1.000
36.940 313.000 1.000
36.960 320.000 1.000
36.980 319.000 1.000
37.000 301.000 1.000
37.020 285.000 1.000
37.040 288.000 1.000
37.060 270.000 1.000
37.080 318.000 1.000
37.100 296.000 1.000
37.120 275.000 1.000
37.140 270.000 1.000
37.160 263.000 1.000
37.180 276.000 1.000
37.200 259.000 1.000
37.220 263.000 1.000
37.240 239.000 1.000
37.260 250.000 1.000
37.280 257.000 1.000
37.300 255.000 1.000
37.320 261.000 1.000
37.340 287.000 1.000
37.360 249.000 1.000
37.380 226.000 1.000
37.400 252.000 1.000
37.420 244.000 1.000
37.440 264.000 1.000
37.460 260.000 1.000
37.480 240.000 1.000
37.500 263.000 1.000
37.520 242.000 1.000
37.540 265.000 1.000
37.560 249.000 1.000
37.580 232.000 1.000
37.600 245.000 1.000
37.620 229.000 1.000
37.640 250.000 1.000
37.660 239.000 1.000
37.680 214.000 1.000
37.700 251.000 1.000
37.720 227.000 1.000
37.740 264.000 1.000
37.760 280.000 1.000
37.780 261.000 1.000
37.800 276.000 1.000
37.820 254.000 1.000
37.840 269.000 1.000
37.860 283.000 1.000
37.880 272.000 1.000
37.900 270.000 1.000
37.920 268.000 1.000
37.940 268.000 1.000
37.960 262.000 1.000
37.980 295.000 1.000
38.000 280.000 1.000
38.020 260.000 1.000
38.040 256.000 1.000
38.060 252.000 1.000
38.080 234.000 1.000
38.100 237.000 1.000
38.120 231.000 1.000
38.140 219.000 1.000
38.160 231.000 1.000
38.180 237.000 1.000
38.200 226.000 1.000
38.220 250.000 1.000
38.240 230.000 1.000
38.260 260.000 1.000
38.280 246.000 1.000
38.300 236.000 1.000
38.320 246.000 1.000
38.340 219.000 1.000
38.360 234.000 1.000
38.380 223.000 1.000
38.400 238.000 1.000
38.420 237.000 1.000
38.440 229.000 1.000
38.460 247.000 1.000
38.480 238.000 1.000
38.500 218.000 1.000
38.520 234.000 1.000
38.540 216.000 1.000
38.560 231.000 1.000
38.580 235.000 1.000
38.600 227.000 1.000
38.620 237.000 1.000
38.640 236.000 1.000
38.660 252.000 1.000
38.680 241.000 1.000
38.700 251.000 1.000
38.720 271.000 1.000
38.740 233.000 1.000
38.760 249.000 1.000
38.780 250.000 1.000
38.800 219.000 1.000
38.820 222.000 1.000
38.840 232.000 1.000
38.860 259.000 1.000
38.880 235.000 1.000
38.900 231.000 1.000
38.920 248.000 1.000
38.940 233.000 1.000
38.960 213.000 1.000
38.980 214.000 1.000
39.000 230.000 1.000
39.020 236.000 1.000
39.040 230.000 1.000
39.060 231.000 1.000
39.080 223.000 1.000
39.100 234.000 1.000
39.120 247.000 1.000
39.140 250.000 1.000
39.160 228.000 1.000
39.180 236.000 1.000
39.200 242.000 1.000
39.220 243.000 1.000
39.240 239.000 1.000
39.260 217.000 1.000
39.280 214.000 1.000
39.300 236.000 1.000
39.320 238.000 1.000
39.340 228.000 1.000
39.360 242.000 1.000
39.380 249.000 1.000
39.400 249.000 1.000
39.420 220.000 1.000
39.440 221.000 1.000
39.460 236.000 1.000
39.480 206.000 1.000
39.500 217.000 1.000
39.520 240.000 1.000
39.540 239.000 1.000
39.560 242.000 1.000
39.580 226.000 1.000
39.600 233.000 1.000
39.620 231.000 1.000
39.640 236.000 1.000
39.660 219.000 1.000
39.680 225.000 1.000
39.700 243.000 1.000
39.720 218.000 1.000
39.740 197.000 1.000
39.760 228.000 1.000
39.780 260.000 1.000
39.800 243.000 1.000
39.820 214.000 1.000
39.840 209.000 1.000
39.860 234.000 1.000
39.880 221.000 1.000
39.900 236.000 1.000
39.920 226.000 1.000
39.940 236.000 1.000
39.960 214.000 1.000
39.980 240.000 1.000
40.000 251.000 1.000
40.020 227.000 1.000
40.040 235.000 1.000
40.060 216.000 1.000
40.080 240.000 1.000
40.100 230.000 1.000
40.120 224.000 1.000
40.140 240.000 1.000
40.160 202.000 1.000
40.180 215.000 1.000
40.200 247.000 1.000
40.220 227.000 1.000
40.240 239.000 1.000
40.260 231.000 1.000
40.280 232.000 1.000
40.300 250.000 1.000
40.320 241.000 1.000
40.340 235.000 1.000
40.360 255.000 1.000
40.380 254.000 1.000
40.400 236.000 1.000
40.420 237.000 1.000
40.440 233.000 1.000
40.460 228.000 1.000
40.480 246.000 1.000
40.500 215.000 1.000
40.520 244.000 1.000
40.540 238.000 1.000
40.560 243.000 1.000
40.580 242.000 1.000
40.600 233.000 1.000
40.620 239.000 1.000
40.640 231.000 1.000
40.660 225.000 1.000
40.680 227.000 1.000
40.700 222.000 1.000
40.720 245.000 1.000
40.740 239.000 1.000
40.760 229.000 1.000
40.780 208.000 1.000
40.800 221.000 1.000
40.820 258.000 1.000
40.840 222.000 1.000
40.860 240.000 1.000
40.880 246.000 1.000
40.900 220.000 1.000
40.920 244.000 1.000
40.940 249.000 1.000
40.960 266.000 1.000
40.980 223.000 1.000
41.000 246.000 1.000
41.020 265.000 1.000
41.040 229.000 1.000
41.060 243.000 1.000
41.080 260.000 1.000
41.100 244.000 1.000
41.120 233.000 1.000
41.140 232.000 1.000
41.160 242.000 1.000
41.180 238.000 1.000
41.200 229.000 1.000
41.220 252.000 1.000
41.240 230.000 1.000
41.260 259.000 1.000
41.280 244.000 1.000
41.300 228.000 1.000
41.320 254.000 1.000
41.340 232.000 1.000
41.360 246.000 1.000
41.380 237.000 1.000
41.400 252.000 1.000
41.420 246.000 1.000
41.440 213.000 1.000
41.460 237.000 1.000
41.480 217.000 1.000
41.500 235.000 1.000
41.520 257.000 1.000
41.540 249.000 1.000
41.560 255.000 1.000
41.580 276.000 1.000
41.600 237.000 1.000
41.620 241.000 1.000
41.640 250.000 1.000
41.660 241.000 1.000
41.680 234.000 1.000
41.700 240.000 1.000
41.720 250.000 1.000
41.740 293.000 1.000
41.760 316.000 1.000
41.780 298.000 1.000
41.800 298.000 1.000
41.820 266.000 1.000
41.840 285.000 1.000
41.860 284.000 1.000
41.880 315.000 1.000
41.900 277.000 1.000
41.920 292.000 1.000
41.940 284.000 1.000
41.960 307.000 1.000
41.980 309.000 1.000
42.000 326.000 1.000
42.020 344.000 1.000
42.040 360.000 1.000
42.060 350.000 1.000
42.080 374.000 1.000
42.100 411.000 1.000
42.120 452.000 1.000
42.140 454.000 1.000
42.160 452.000 1.000
42.180 522.000 1.000
42.200 551.000 1.000
42.220 602.000 1.000
42.240 643.000 1.000
42.260 686.000 1.000
42.280 700.000 1.000
42.300 787.000 1.000
42.320 788.000 1.000
42.340 779.000 1.000
42.360 754.000 1.000
42.380 789.000 1.000
42.400 756.000 1.000
42.420 685.000 1.000
42.440 662.000 1.000
42.460 673.000 1.000
42.480 579.000 1.000
42.500 590.000 1.000
42.520 577.000 1.000
42.540 538.000 1.000
42.560 495.000 1.000
42.580 447.000 1.000
42.600 427.000 1.000
42.620 409.000 1.000
42.640 381.000 1.000
42.660 402.000 1.000
42.680 393.000 1.000
42.700 348.000 1.000
42.720 350.000 1.000
42.740 336.000 1.000
42.760 345.000 1.000
42.780 313.000 1.000
42.800 298.000 1.000
42.820 312.000 1.000
42.840 342.000 1.000
42.860 320.000 1.000
42.880 301.000 1.000
42.900 317.000 1.000
42.920 288.000 1.000
42.940 319.000 1.000
42.960 320.000 1.000
42.980 321.000 1.000
43.000 331.000 1.000
43.020 339.000 1.000
43.040 329.000 1.000
43.060 343.000 1.000
43.080 299.000 1.000
43.100 311.000 1.000
43.120 318.000 1.000
43.140 344.000 1.000
43.160 349.000 1.000
43.180 347.000 1.000
43.200 371.000 1.000
43.220 394.000 1.000
43.240 393.000 1.000
43.260 391.000 1.000
43.280 415.000 1.000
43.300 425.000 1.000
43.320 431.000 1.000
43.340 466.000 1.000
43.360 406.000 1.000
43.380 411.000 1.000
43.400 412.000 1.000
43.420 385.000 1.000
43.440 375.000 1.000
43.460 391.000 1.000
43.480 384.000 1.000
43.500 350.000 1.000
43.520 357.000 1.000
43.540 363.000 1.000
43.560 337.000 1.000
43.580 330.000 1.000
43.600 303.000 1.000
43.620 318.000 1.000
43.640 326.000 1.000
43.660 296.000 1.000
43.680 281.000 1.000
43.700 281.000 1.000
43.720 291.000 1.000
43.740 294.000 1.000
43.760 283.000 1.000
43.780 290.000 1.000
43.800 299.000 1.000
43.820 294.000 1.000
43.840 283.000 1.000
43.860 265.000 1.000
43.880 279.000 1.000
43.900 287.000 1.000
43.920 289.000 1.000
43.940 270.000 1.000
43.960 267.000 1.000
43.980 252.000 1.000
44.000 265.000 1.000
44.020 264.000 1.000
44.040 273.000 1.000
44.060 256.000 1.000
44.080 268.000 1.000
44.100 272.000 1.000
44.120 241.000 1.000
44.140 270.000 1.000
44.160 258.000 1.000
44.180 244.000 1.000
44.200 253.000 1.000
44.220 231.000 1.000
44.240 267.000 1.000
44.260 265.000 1.000
44.280 253.000 1.000
44.300 248.000 1.000
44.320 254.000 1.000
44.340 255.000 1.000
44.360 263.000 1.000
44.380 255.000 1.000
44.400 246.000 1.000
44.420 259.000 1.000
44.440 263.000 1.000
44.460 233.000 1.000
44.480 229.000 1.000
44.500 213.000 1.000
44.520 223.000 1.000
44.540 283.000 1.000
44.560 248.000 1.000
44.580 238.000 1.000
44.600 249.000 1.000
44.620 264.000 1.000
44.640 254.000 1.000
44.660 244.000 1.000
44.680 258.000 1.000
44.700 262.000 1.000
44.720 249.000 1.000
44.740 247.000 1.000
44.760 241.000 1.000
44.780 246.000 1.000
44.800 252.000 1.000
44.820 260.000 1.000
44.840 256.000 1.000
44.860 257.000 1.000
44.880 252.000 1.000
44.900 245.000 1.000
44.920 239.000 1.000
44.940 238.000 1.000
44.960 236.000 1.000
44.980 254.000 1.000
45.000 226.000 1.000
45.020 253.000 1.000
45.040 209.000 1.000
45.060 231.000 1.000
45.080 245.000 1.000
45.100 248.000 1.000
45.120 236.000 1.000
45.140 222.000 1.000
45.160 232.000 1.000
45.180 265.000 1.000
45.200 223.000 1.000
45.220 236.000 1.000
45.240 230.000 1.000
45.260 230.000 1.000
45.280 240.000 1.000
45.300 254.000 1.000
45.320 228.000 1.000
45.340 244.000 1.000
45.360 210.000 1.000
45.380 226.000 1.000
45.400 240.000 1.000
45.420 230.000 1.000
45.440 232.000 1.000
45.460 219.000 1.000
45.480 241.000 1.000
45.500 223.000 1.000
45.520 234.000 1.000
45.540 253.000 1.000
45.560 202.000 1.000
45.580 233.000 1.000
45.600 231.000 1.000
45.620 263.000 1.000
45.640 213.000 1.000
45.660 222.000 1.000
45.680 217.000 1.000
45.700 247.000 1.000
45.720 235.000 1.000
45.740 227.000 1.000
45.760 216.000 1.000
45.780 216.000 1.000
45.800 218.000 1.000
45.820 223.000 1.000
45.840 230.000 1.000
45.860 225.000 1.000
45.880 241.000 1.000
45.900 227.000 1.000
45.920 198.000 1.000
45.940 221.000 1.000
45.960 234.000 1.000
45.980 232.000 1.000
46.000 224.000 1.000
46.020 244.000 1.000
46.040 229.000 1.000
46.060 214.000 1.000
46.080 190.000 1.000
46.100 220.000 1.000
46.120 216.000 1.000
46.140 223.000 1.000
46.160 244.000 1.000
46.180 249.000 1.000
46.200 245.000 1.000
46.220 257.000 1.000
46.240 242.000 1.000
46.260 254.000 1.000
46.280 240.000 1.000
46.300 211.000 1.000
46.320 210.000 1.000
46.340 226.000 1.000
46.360 226.000 1.000
46.380 221.000 1.000
46.400 214.000 1.000
46.420 223.000 1.000
46.440 247.000 1.000
46.460 223.000 1.000
46.480 205.000 1.000
46.500 223.000 1.000
46.520 219.000 1.000
46.540 214.000 1.000
46.560 198.000 1.000
46.580 218.000 1.000
46.600 200.000 1.000
46.620 226.000 1.000
46.640 228.000 1.000
46.660 195.000 1.000
46.680 233.000 1.000
46.700 249.000 1.000
46.720 247.000 1.000
46.740 230.000 1.000
46.760 196.000 1.000
46.780 215.000 1.000
46.800 215.000 1.000
46.820 212.000 1.000
46.840 190.000 1.000
46.860 207.000 1.000
46.880 217.000 1.000
46.900 228.000 1.000
46.920 226.000 1.000
46.940 220.000 1.000
46.960 212.000 1.000
46.980 212.000 1.000
47.000 194.000 1.000
47.020 202.000 1.000
47.040 223.000 1.000
47.060 231.000 1.000
47.080 217.000 1.000
47.100 206.000 1.000
47.120 192.000 1.000
47.140 216.000 1.000
47.160 207.000 1.000
47.180 226.000 1.000
47.200 221.000 1.000
47.220 220.000 1.000
47.240 217.000 1.000
47.260 202.000 1.000
47.280 212.000 1.000
47.300 211.000 1.000
47.320 215.000 1.000
47.340 221.000 1.000
47.360 242.000 1.000
47.380 225.000 1.000
47.400 207.000 1.000
47.420 193.000 1.000
47.440 210.000 1.000
47.460 239.000 1.000
47.480 219.000 1.000
47.500 228.000 1.000
47.520 208.000 1.000
47.540 229.000 1.000
47.560 213.000 1.000
47.580 207.000 1.000
47.600 218.000 1.000
47.620 198.000 1.000
47.640 195.000 1.000
47.660 207.000 1.000
47.680 208.000 1.000
47.700 225.000 1.000
47.720 232.000 1.000
47.740 201.000 1.000
47.760 211.000 1.000
47.780 201.000 1.000
47.800 222.000 1.000
47.820 208.000 1.000
47.840 196.000 1.000
47.860 198.000 1.000
47.880 220.000 1.000
47.900 202.000 1.000
47.920 232.000 1.000
47.940 195.000 1.000
47.960 215.000 1.000
47.980 200.000 1.000
48.000 200.000 1.000
48.020 204.000 1.000
48.040 214.000 1.000
48.060 219.000 1.000
48.080 199.000 1.000
48.100 200.000 1.000
48.120 206.000 1.000
48.140 197.000 1.000
48.160 232.000 1.000
48.180 233.000 1.000
48.200 214.000 1.000
48.220 206.000 1.000
48.240 216.000 1.000
48.260 206.000 1.000
48.280 231.000 1.000
48.300 226.000 1.000
48.320 204.000 1.000
48.340 216.000 1.000
48.360 212.000 1.000
48.380 214.000 1.000
48.400 209.000 1.000
48.420 206.000 1.000
48.440 252.000 1.000
48.460 235.000 1.000
48.480 208.000 1.000
48.500 210.000 1.000
48.520 214.000 1.000
48.540 217.000 1.000
48.560 208.000 1.000
48.580 207.000 1.000
48.600 191.000 1.000
48.620 186.000 1.000
48.640 215.000 1.000
48.660 197.000 1.000
48.680 204.000 1.000
48.700 210.000 1.000
48.720 225.000 1.000
48.740 200.000 1.000
48.760 215.000 1.000
48.780 188.000 1.000
48.800 209.000 1.000
48.820 232.000 1.000
48.840 210.000 1.000
48.860 228.000 1.000
48.880 191.000 1.000
48.900 203.000 1.000
48.920 200.000 1.000
48.940 211.000 1.000
48.960 202.000 1.000
48.980 219.000 1.000
49.000 211.000 1.000
49.020 223.000 1.000
49.040 206.000 1.000
49.060 229.000 1.000
49.080 202.000 1.000
49.100 222.000 1.000
49.120 205.000 1.000
49.140 215.000 1.000
49.160 227.000 1.000
49.180 196.000 1.000
49.200 210.000 1.000
49.220 192.000 1.000
49.240 205.000 1.000
49.260 206.000 1.000
49.280 220.000 1.000
49.300 209.000 1.000
49.320 203.000 1.000
49.340 222.000 1.000
49.360 206.000 1.000
49.380 200.000 1.000
49.400 194.000 1.000
49.420 210.000 1.000
49.440 205.000 1.000
49.460 207.000 1.000
49.480 204.000 1.000
49.500 197.000 1.000
49.520 181.000 1.000
49.540 202.000 1.000
49.560 204.000 1.000
49.580 210.000 1.000
49.600 223.000 1.000
49.620 203.000 1.000
49.640 209.000 1.000
49.660 229.000 1.000
49.680 214.000 1.000
49.700 223.000 1.000
49.720 208.000 1.000
49.740 232.000 1.000
49.760 222.000 1.000
49.780 221.000 1.000
49.800 198.000 1.000
49.820 227.000 1.000
49.840 199.000 1.000
49.860 197.000 1.000
49.880 204.000 1.000
49.900 216.000 1.000
49.920 228.000 1.000
49.940 249.000 1.000
49.960 207.000 1.000
49.980 233.000 1.000
50.000 210.000 1.000
50.020 200.000 1.000
50.040 196.000 1.000
50.060 224.000 1.000
50.080 226.000 1.000
50.100 229.000 1.000
50.120 213.000 1.000
50.140 228.000 1.000
50.160 221.000 1.000
50.180 243.000 1.000
50.200 224.000 1.000
50.220 236.000 1.000
50.240 230.000 1.000
50.260 227.000 1.000
50.280 237.000 1.000
50.300 245.000 1.000
50.320 233.000 1.000
50.340 233.000 1.000
50.360 254.000 1.000
50.380 272.000 1.000
50.400 236.000 1.000
50.420 228.000 1.000
50.440 238.000 1.000
50.460 249.000 1.000
50.480 252.000 1.000
50.500 245.000 1.000
50.520 234.000 1.000
50.540 232.000 1.000
50.560 245.000 1.000
50.580 238.000 1.000
50.600 227.000 1.000
50.620 224.000 1.000
50.640 217.000 1.000
50.660 232.000 1.000
50.680 217.000 1.000
50.700 225.000 1.000
50.720 243.000 1.000
50.740 229.000 1.000
50.760 216.000 1.000
50.780 227.000 1.000
50.800 234.000 1.000
50.820 222.000 1.000
50.840 217.000 1.000
50.860 193.000 1.000
50.880 196.000 1.000
50.900 231.000 1.000
50.920 212.000 1.000
50.940 215.000 1.000
50.960 212.000 1.000
50.980 232.000 1.000
51.000 239.000 1.000
51.020 221.000 1.000
51.040 209.000 1.000
51.060 199.000 1.000
51.080 203.000 1.000
51.100 209.000 1.000
51.120 222.000 1.000
51.140 204.000 1.000
51.160 182.000 1.000
51.180 208.000 1.000
51.200 218.000 1.000
51.220 230.000 1.000
51.240 210.000 1.000
51.260 229.000 1.000
51.280 212.000 1.000
51.300 197.000 1.000
51.320 208.000 1.000
51.340 213.000 1.000
51.360 212.000 1.000
51.380 216.000 1.000
51.400 206.000 1.000
51.420 187.000 1.000
51.440 205.000 1.000
51.460 197.000 1.000
51.480 203.000 1.000
51.500 201.000 1.000
51.520 208.000 1.000
51.540 220.000 1.000
51.560 206.000 1.000
51.580 216.000 1.000
51.600 205.000 1.000
51.620 202.000 1.000
51.640 208.000 1.000
51.660 235.000 1.000
51.680 216.000 1.000
51.700 204.000 1.000
51.720 218.000 1.000
51.740 220.000 1.000
51.760 208.000 1.000
51.780 208.000 1.000
51.800 215.000 1.000
51.820 206.000 1.000
51.840 230.000 1.000
51.860 217.000 1.000
51.880 227.000 1.000
51.900 213.000 1.000
51.920 217.000 1.000
51.940 208.000 1.000
51.960 231.000 1.000
51.980 220.000 1.000
52.000 211.000 1.000
52.020 209.000 1.000
52.040 248.000 1.000
52.060 225.000 1.000
52.080 221.000 1.000
52.100 223.000 1.000
52.120 210.000 1.000
52.140 229.000 1.000
52.160 231.000 1.000
52.180 192.000 1.000
52.200 228.000 1.000
52.220 215.000 1.000
52.240 220.000 1.000
52.260 211.000 1.000
52.280 205.000 1.000
52.300 222.000 1.000
52.320 231.000 1.000
52.340 204.000 1.000
52.360 226.000 1.000
52.380 260.000 1.000
52.400 252.000 1.000
52.420 218.000 1.000
52.440 244.000 1.000
52.460 232.000 1.000
52.480 228.000 1.000
52.500 252.000 1.000
52.520 277.000 1.000
52.540 264.000 1.000
52.560 274.000 1.000
52.580 269.000 1.000
52.600 252.000 1.000
52.620 255.000 1.000
52.640 243.000 1.000
52.660 261.000 1.000
52.680 236.000 1.000
52.700 241.000 1.000
52.720 218.000 1.000
52.740 232.000 1.000
52.760 229.000 1.000
52.780 245.000 1.000
52.800 259.000 1.000
52.820 242.000 1.000
52.840 248.000 1.000
52.860 242.000 1.000
52.880 262.000 1.000
52.900 254.000 1.000
52.920 235.000 1.000
52.940 228.000 1.000
52.960 252.000 1.000
52.980 242.000 1.000
53.000 258.000 1.000
53.020 241.000 1.000
53.040 252.000 1.000
53.060 260.000 1.000
53.080 242.000 1.000
53.100 249.000 1.000
53.120 250.000 1.000
53.140 266.000 1.000
53.160 252.000 1.000
53.180 229.000 1.000
53.200 245.000 1.000
53.220 254.000 1.000
53.240 239.000 1.000
53.260 253.000 1.000
53.280 251.000 1.000
53.300 248.000 1.000
53.320 244.000 1.000
53.340 245.000 1.000
53.360 255.000 1.000
53.380 240.000 1.000
53.400 255.000 1.000
53.420 255.000 1.000
53.440 244.000 1.000
53.460 262.000 1.000
53.480 265.000 1.000
53.500 241.000 1.000
53.520 237.000 1.000
53.540 229.000 1.000
53.560 246.000 1.000
53.580 243.000 1.000
53.600 234.000 1.000
53.620 225.000 1.000
53.640 263.000 1.000
53.660 267.000 1.000
53.680 263.000 1.000
53.700 262.000 1.000
53.720 269.000 1.000
53.740 246.000 1.000
53.760 273.000 1.000
53.780 256.000 1.000
53.800 250.000 1.000
53.820 277.000 1.000
53.840 277.000 1.000
53.860 265.000 1.000
53.880 257.000 1.000
53.900 260.000 1.000
53.920 266.000 1.000
53.940 277.000 1.000
53.960 268.000 1.000
53.980 249.000 1.000
54.000 262.000 1.000
54.020 279.000 1.000
54.040 269.000 1.000
54.060 250.000 1.000
54.080 257.000 1.000
54.100 270.000 1.000
54.120 265.000 1.000
54.140 281.000 1.000
54.160 306.000 1.000
54.180 327.000 1.000
54.200 298.000 1.000
54.220 321.000 1.000
54.240 343.000 1.000
54.260 308.000 1.000
54.280 316.000 1.000
54.300 345.000 1.000
54.320 331.000 1.000
54.340 347.000 1.000
54.360 356.000 1.000
54.380 393.000 1.000
54.400 406.000 1.000
54.420 422.000 1.000
54.440 414.000 1.000
54.460 428.000 1.000
54.480 496.000 1.000
54.500 432.000 1.000
54.520 462.000 1.000
54.540 459.000 1.000
54.560 424.000 1.000
54.580 439.000 1.000
54.600 404.000 1.000
54.620 395.000 1.000
54.640 378.000 1.000
54.660 376.000 1.000
54.680 369.000 1.000
54.700 376.000 1.000
54.720 337.000 1.000
54.740 304.000 1.000
54.760 287.000 1.000
54.780 277.000 1.000
54.800 256.000 1.000
54.820 260.000 1.000
54.840 240.000 1.000
54.860 249.000 1.000
54.880 238.000 1.000
54.900 218.000 1.000
54.920 196.000 1.000
54.940 218.000 1.000
54.960 218.000 1.000
54.980 215.000 1.000
55.000 221.000 1.000
55.020 203.000 1.000
55.040 220.000 1.000
55.060 213.000 1.000
55.080 206.000 1.000
55.100 195.000 1.000
55.120 200.000 1.000
55.140 193.000 1.000
55.160 205.000 1.000
55.180 181.000 1.000
55.200 199.000 1.000
55.220 204.000 1.000
55.240 198.000 1.000
55.260 183.000 1.000
55.280 184.000 1.000
55.300 185.000 1.000
55.320 183.000 1.000
55.340 190.000 1.000
55.360 190.000 1.000
55.380 185.000 1.000
55.400 201.000 1.000
55.420 189.000 1.000
55.440 204.000 1.000
55.460 201.000 1.000
55.480 191.000 1.000
55.500 186.000 1.000
55.520 186.000 1.000
55.540 180.000 1.000
55.560 180.000 1.000
55.580 199.000 1.000
55.600 194.000 1.000
55.620 190.000 1.000
55.640 185.000 1.000
55.660 171.000 1.000
55.680 163.000 1.000
55.700 192.000 1.000
55.720 180.000 1.000
55.740 204.000 1.000
55.760 185.000 1.000
55.780 186.000 1.000
55.800 186.000 1.000
55.820 181.000 1.000
55.840 176.000 1.000
55.860 178.000 1.000
55.880 181.000 1.000
55.900 195.000 1.000
55.920 182.000 1.000
55.940 182.000 1.000
55.960 184.000 1.000
55.980 203.000 1.000
56.000 184.000 1.000
56.020 175.000 1.000
56.040 181.000 1.000
56.060 185.000 1.000
56.080 189.000 1.000
56.100 188.000 1.000
56.120 183.000 1.000
56.140 190.000 1.000
56.160 166.000 1.000
56.180 180.000 1.000
56.200 184.000 1.000
56.220 171.000 1.000
56.240 183.000 1.000
56.260 191.000 1.000
56.280 177.000 1.000
56.300 185.000 1.000
