Angle Intensity Error
56.320 180.000 1.000
56.340 164.000 1.000
56.360 161.000 1.000
56.380 189.000 1.000
56.400 177.000 1.000
56.420 189.000 1.000
56.440 168.000 1.000
56.460 189.000 1.000
56.480 176.000 1.000
56.500 164.000 1.000
56.520 178.000 1.000
56.540 184.000 1.000
56.560 208.000 1.000
56.580 192.000 1.000
56.600 183.000 1.000
56.620 192.000 1.000
56.640 172.000 1.000
56.660 153.000 1.000
56.680 167.000 1.000
56.700 165.000 1.000
56.720 166.000 1.000
56.740 169.000 1.000
56.760 177.000 1.000
56.780 182.000 1.000
56.800 208.000 1.000
56.820 193.000 1.000
56.840 177.000 1.000
56.860 179.000 1.000
56.880 175.000 1.000
56.900 180.000 1.000
56.920 171.000 1.000
56.940 167.000 1.000
56.960 164.000 1.000
56.980 195.000 1.000
57.000 195.000 1.000
57.020 191.000 1.000
57.040 186.000 1.000
57.060 186.000 1.000
57.080 174.000 1.000
57.100 183.000 1.000
57.120 169.000 1.000
57.140 168.000 1.000
57.160 170.000 1.000
57.180 184.000 1.000
57.200 164.000 1.000
57.220 168.000 1.000
57.240 181.000 1.000
57.260 161.000 1.000
57.280 173.000 1.000
57.300 182.000 1.000
57.320 192.000 1.000
57.340 191.000 1.000
57.360 168.000 1.000
57.380 165.000 1.000
57.400 174.000 1.000
57.420 189.000 1.000
57.440 200.000 1.000
57.460 172.000 1.000
57.480 189.000 1.000
57.500 198.000 1.000
57.520 184.000 1.000
57.540 186.000 1.000
57.560 188.000 1.000
57.580 174.000 1.000
57.600 179.000 1.000
57.620 181.000 1.000
57.640 190.000 1.000
57.660 187.000 1.000
57.680 157.000 1.000
57.700 173.000 1.000
57.720 161.000 1.000
57.740 163.000 1.000
57.760 168.000 1.000
57.780 157.000 1.000
57.800 154.000 1.000
57.820 184.000 1.000
57.840 164.000 1.000
57.860 164.000 1.000
57.880 177.000 1.000
57.900 182.000 1.000
57.920 184.000 1.000
57.940 173.000 1.000
57.960 186.000 1.000
57.980 174.000 1.000
58.000 149.000 1.000
58.020 169.000 1.000
58.040 185.000 1.000
58.060 173.000 1.000
58.080 167.000 1.000
58.100 171.000 1.000
58.120 167.000 1.000
58.140 169.000 1.000
58.160 181.000 1.000
58.180 157.000 1.000
58.200 178.000 1.000
58.220 175.000 1.000
58.240 171.000 1.000
58.260 168.000 1.000
58.280 174.000 1.000
58.300 178.000 1.000
58.320 187.000 1.000
58.340 192.000 1.000
58.360 175.000 1.000
58.380 181.000 1.000
58.400 160.000 1.000
58.420 170.000 1.000
58.440 168.000 1.000
58.460 180.000 1.000
58.480 163.000 1.000
58.500 142.000 1.000
58.520 158.000 1.000
58.540 173.000 1.000
58.560 176.000 1.000
58.580 185.000 1.000
58.600 171.000 1.000
58.620 157.000 1.000
58.640 153.000 1.000
58.660 156.000 1.000
58.680 173.000 1.000
58.700 176.000 1.000
58.720 180.000 1.000
58.740 186.000 1.000
58.760 182.000 1.000
58.780 166.000 1.000
58.800 179.000 1.000
58.820 163.000 1.000
58.840 170.000 1.000
58.860 167.000 1.000
58.880 162.000 1.000
58.900 155.000 1.000
58.920 160.000 1.000
58.940 165.000 1.000
58.960 172.000 1.000
58.980 179.000 1.000
59.000 184.000 1.000
59.020 158.000 1.000
59.040 173.000 1.000
59.060 186.000 1.000
59.080 189.000 1.000
59.100 182.000 1.000
59.120 183.000 1.000
59.140 170.000 1.000
59.160 190.000 1.000
59.180 183.000 1.000
59.200 178.000 1.000
59.220 164.000 1.000
59.240 181.000 1.000
59.260 187.000 1.000
59.280 169.000 1.000
59.300 167.000 1.000
59.320 168.000 1.000
59.340 164.000 1.000
59.360 175.000 1.000
59.380 196.000 1.000
59.400 204.000 1.000
59.420 164.000 1.000
59.440 172.000 1.000
59.460 173.000 1.000
59.480 160.000 1.000
59.500 170.000 1.000
59.520 179.000 1.000
59.540 184.000 1.000
59.560 182.000 1.000
59.580 174.000 1.000
59.600 170.000 1.000
59.620 168.000 1.000
59.640 169.000 1.000
59.660 173.000 1.000
59.680 171.000 1.000
59.700 170.000 1.000
59.720 187.000 1.000
59.740 161.000 1.000
59.760 177.000 1.000
59.780 150.000 1.000
59.800 176.000 1.000
59.820 174.000 1.000
59.840 170.000 1.000
59.860 170.000 1.000
59.880 175.000 1.000
59.900 169.000 1.000
59.920 153.000 1.000
59.940 176.000 1.000
59.960 156.000 1.000
59.980 170.000 1.000
60.000 167.000 1.000
60.020 154.000 1.000
60.040 151.000 1.000
60.060 155.000 1.000
60.080 186.000 1.000
60.100 179.000 1.000
60.120 184.000 1.000
60.140 166.000 1.000
60.160 149.000 1.000
60.180 167.000 1.000
60.200 163.000 1.000
60.220 177.000 1.000
60.240 163.000 1.000
60.260 173.000 1.000
60.280 174.000 1.000
60.300 181.000 1.000
60.320 169.000 1.000
60.340 167.000 1.000
60.360 176.000 1.000
60.380 165.000 1.000
60.400 169.000 1.000
60.420 162.000 1.000
60.440 187.000 1.000
60.460 183.000 1.000
60.480 186.000 1.000
60.500 190.000 1.000
60.520 176.000 1.000
60.540 183.000 1.000
60.560 172.000 1.000
60.580 181.000 1.000
60.600 189.000 1.000
60.620 182.000 1.000
60.640 167.000 1.000
60.660 177.000 1.000
60.680 177.000 1.000
60.700 198.000 1.000
60.720 197.000 1.000
60.740 183.000 1.000
60.760 176.000 1.000
60.780 185.000 1.000
60.800 198.000 1.000
60.820 195.000 1.000
60.840 191.000 1.000
60.860 197.000 1.000
60.880 204.000 1.000
60.900 190.000 1.000
60.920 198.000 1.000
60.940 203.000 1.000
60.960 209.000 1.000
60.980 206.000 1.000
61.000 210.000 1.000
61.020 202.000 1.000
61.040 222.000 1.000
61.060 224.000 1.000
61.080 227.000 1.000
61.100 217.000 1.000
61.120 251.000 1.000
61.140 252.000 1.000
61.160 248.000 1.000
61.180 283.000 1.000
61.200 297.000 1.000
61.220 315.000 1.000
61.240 332.000 1.000
61.260 348.000 1.000
61.280 357.000 1.000
61.300 399.000 1.000
61.320 416.000 1.000
61.340 446.000 1.000
61.360 432.000 1.000
61.380 449.000 1.000
61.400 451.000 1.000
61.420 471.000 1.000
61.440 446.000 1.000
61.460 425.000 1.000
61.480 418.000 1.000
61.500 438.000 1.000
61.520 445.000 1.000
61.540 433.000 1.000
61.560 382.000 1.000
61.580 368.000 1.000
61.600 351.000 1.000
61.620 332.000 1.000
61.640 323.000 1.000
61.660 336.000 1.000
61.680 296.000 1.000
61.700 278.000 1.000
61.720 273.000 1.000
61.740 262.000 1.000
61.760 255.000 1.000
61.780 227.000 1.000
61.800 232.000 1.000
61.820 229.000 1.000
61.840 224.000 1.000
61.860 219.000 1.000
61.880 202.000 1.000
61.900 197.000 1.000
61.920 190.000 1.000
61.940 190.000 1.000
61.960 185.000 1.000
61.980 168.000 1.000
62.000 184.000 1.000
62.020 177.000 1.000
62.040 179.000 1.000
62.060 165.000 1.000
62.080 174.000 1.000
62.100 197.000 1.000
62.120 182.000 1.000
62.140 188.000 1.000
62.160 169.000 1.000
62.180 162.000 1.000
62.200 167.000 1.000
62.220 164.000 1.000
62.240 152.000 1.000
62.260 172.000 1.000
62.280 166.000 1.000
62.300 170.000 1.000
62.320 170.000 1.000
62.340 150.000 1.000
62.360 175.000 1.000
62.380 172.000 1.000
62.400 175.000 1.000
62.420 177.000 1.000
62.440 173.000 1.000
62.460 169.000 1.000
62.480 166.000 1.000
62.500 166.000 1.000
62.520 160.000 1.000
62.540 169.000 1.000
62.560 157.000 1.000
62.580 164.000 1.000
62.600 176.000 1.000
62.620 154.000 1.000
62.640 188.000 1.000
62.660 183.000 1.000
62.680 162.000 1.000
62.700 170.000 1.000
62.720 164.000 1.000
62.740 176.000 1.000
62.760 165.000 1.000
62.780 169.000 1.000
62.800 157.000 1.000
62.820 156.000 1.000
62.840 161.000 1.000
62.860 150.000 1.000
62.880 174.000 1.000
62.900 159.000 1.000
62.920 154.000 1.000
62.940 166.000 1.000
62.960 159.000 1.000
62.980 167.000 1.000
63.000 161.000 1.000
63.020 160.000 1.000
63.040 172.000 1.000
63.060 177.000 1.000
63.080 182.000 1.000
63.100 185.000 1.000
63.120 172.000 1.000
63.140 168.000 1.000
63.160 134.000 1.000
63.180 148.000 1.000
63.200 161.000 1.000
63.220 172.000 1.000
63.240 163.000 1.000
63.260 160.000 1.000
63.280 172.000 1.000
63.300 158.000 1.000
63.320 129.000 1.000
63.340 155.000 1.000
63.360 160.000 1.000
63.380 173.000 1.000
63.400 164.000 1.000
63.420 166.000 1.000
63.440 162.000 1.000
63.460 153.000 1.000
63.480 180.000 1.000
63.500 163.000 1.000
63.520 152.000 1.000
63.540 170.000 1.000
63.560 159.000 1.000
63.580 140.000 1.000
63.600 187.000 1.000
63.620 166.000 1.000
63.640 160.000 1.000
63.660 153.000 1.000
63.680 172.000 1.000
63.700 150.000 1.000
63.720 153.000 1.000
63.740 149.000 1.000
63.760 144.000 1.000
63.780 148.000 1.000
63.800 148.000 1.000
63.820 164.000 1.000
63.840 152.000 1.000
63.860 154.000 1.000
63.880 161.000 1.000
63.900 167.000 1.000
63.920 168.000 1.000
63.940 155.000 1.000
63.960 147.000 1.000
63.980 161.000 1.000
64.000 151.000 1.000
64.020 144.000 1.000
64.040 147.000 1.000
64.060 171.000 1.000
64.080 151.000 1.000
64.100 151.000 1.000
64.120 161.000 1.000
64.140 168.000 1.000
64.160 154.000 1.000
64.180 157.000 1.000
64.200 171.000 1.000
64.220 184.000 1.000
64.240 176.000 1.000
64.260 171.000 1.000
64.280 135.000 1.000
64.300 142.000 1.000
64.320 159.000 1.000
64.340 165.000 1.000
64.360 170.000 1.000
64.380 165.000 1.000
64.400 176.000 1.000
64.420 164.000 1.000
64.440 149.000 1.000
64.460 144.000 1.000
64.480 145.000 1.000
64.500 150.000 1.000
64.520 156.000 1.000
64.540 169.000 1.000
64.560 161.000 1.000
64.580 167.000 1.000
64.600 149.000 1.000
64.620 152.000 1.000
64.640 177.000 1.000
64.660 168.000 1.000
64.680 171.000 1.000
64.700 150.000 1.000
64.720 164.000 1.000
64.740 158.000 1.000
64.760 151.000 1.000
64.780 152.000 1.000
64.800 147.000 1.000
64.820 145.000 1.000
64.840 150.000 1.000
64.860 152.000 1.000
64.880 147.000 1.000
64.900 170.000 1.000
64.920 152.000 1.000
64.940 152.000 1.000
64.960 143.000 1.000
64.980 143.000 1.000
65.000 138.000 1.000
65.020 148.000 1.000
65.040 169.000 1.000
65.060 157.000 1.000
65.080 141.000 1.000
65.100 144.000 1.000
65.120 162.000 1.000
65.140 147.000 1.000
65.160 140.000 1.000
65.180 140.000 1.000
65.200 164.000 1.000
65.220 173.000 1.000
65.240 172.000 1.000
65.260 169.000 1.000
65.280 156.000 1.000
65.300 174.000 1.000
65.320 183.000 1.000
65.340 142.000 1.000
65.360 161.000 1.000
65.380 143.000 1.000
65.400 144.000 1.000
65.420 155.000 1.000
65.440 163.000 1.000
65.460 134.000 1.000
65.480 150.000 1.000
65.500 147.000 1.000
65.520 174.000 1.000
65.540 166.000 1.000
65.560 144.000 1.000
65.580 138.000 1.000
65.600 162.000 1.000
65.620 155.000 1.000
65.640 150.000 1.000
65.660 153.000 1.000
65.680 173.000 1.000
65.700 154.000 1.000
65.720 143.000 1.000
65.740 139.000 1.000
65.760 173.000 1.000
65.780 166.000 1.000
65.800 141.000 1.000
65.820 153.000 1.000
65.840 152.000 1.000
65.860 160.000 1.000
65.880 156.000 1.000
65.900 152.000 1.000
65.920 148.000 1.000
65.940 148.000 1.000
65.960 138.000 1.000
65.980 144.000 1.000
66.000 139.000 1.000
66.020 153.000 1.000
66.040 171.000 1.000
66.060 167.000 1.000
66.080 146.000 1.000
66.100 148.000 1.000
66.120 141.000 1.000
66.140 125.000 1.000
66.160 149.000 1.000
66.180 159.000 1.000
66.200 159.000 1.000
66.220 142.000 1.000
66.240 143.000 1.000
66.260 157.000 1.000
66.280 162.000 1.000
66.300 153.000 1.000
66.320 158.000 1.000
66.340 149.000 1.000
66.360 154.000 1.000
66.380 146.000 1.000
66.400 133.000 1.000
66.420 150.000 1.000
66.440 168.000 1.000
66.460 151.000 1.000
66.480 162.000 1.000
66.500 138.000 1.000
66.520 141.000 1.000
66.540 130.000 1.000
66.560 166.000 1.000
66.580 158.000 1.000
66.600 158.000 1.000
66.620 151.000 1.000
66.640 150.000 1.000
66.660 161.000 1.000
66.680 162.000 1.000
66.700 178.000 1.000
66.720 161.000 1.000
66.740 155.000 1.000
66.760 154.000 1.000
66.780 158.000 1.000
66.800 138.000 1.000
66.820 149.000 1.000
66.840 169.000 1.000
66.860 145.000 1.000
66.880 156.000 1.000
66.900 153.000 1.000
66.920 150.000 1.000
66.940 144.000 1.000
66.960 157.000 1.000
66.980 157.000 1.000
67.000 153.000 1.000
67.020 151.000 1.000
67.040 152.000 1.000
67.060 162.000 1.000
67.080 149.000 1.000
67.100 147.000 1.000
67.120 167.000 1.000
67.140 148.000 1.000
67.160 145.000 1.000
67.180 137.000 1.000
67.200 158.000 1.000
67.220 145.000 1.000
67.240 163.000 1.000
67.260 161.000 1.000
67.280 134.000 1.000
67.300 157.000 1.000
67.320 142.000 1.000
67.340 139.000 1.000
67.360 145.000 1.000
67.380 148.000 1.000
67.400 150.000 1.000
67.420 150.000 1.000
67.440 142.000 1.000
67.460 144.000 1.000
67.480 151.000 1.000
67.500 157.000 1.000
67.520 142.000 1.000
67.540 151.000 1.000
67.560 137.000 1.000
67.580 146.000 1.000
67.600 150.000 1.000
67.620 160.000 1.000
67.640 154.000 1.000
67.660 145.000 1.000
67.680 147.000 1.000
67.700 134.000 1.000
67.720 134.000 1.000
67.740 147.000 1.000
67.760 137.000 1.000
67.780 157.000 1.000
67.800 152.000 1.000
67.820 145.000 1.000
67.840 129.000 1.000
67.860 144.000 1.000
67.880 144.000 1.000
67.900 159.000 1.000
67.920 142.000 1.000
67.940 131.000 1.000
67.960 160.000 1.000
67.980 151.000 1.000
68.000 161.000 1.000
68.020 153.000 1.000
68.040 134.000 1.000
68.060 141.000 1.000
68.080 143.000 1.000
68.100 150.000 1.000
68.120 157.000 1.000
68.140 147.000 1.000
68.160 158.000 1.000
68.180 166.000 1.000
68.200 156.000 1.000
68.220 147.000 1.000
68.240 136.000 1.000
68.260 156.000 1.000
68.280 154.000 1.000
68.300 157.000 1.000
68.320 150.000 1.000
68.340 143.000 1.000
68.360 136.000 1.000
68.380 133.000 1.000
68.400 126.000 1.000
68.420 148.000 1.000
68.440 162.000 1.000
68.460 156.000 1.000
68.480 150.000 1.000
68.500 149.000 1.000
68.520 139.000 1.000
68.540 131.000 1.000
68.560 137.000 1.000
68.580 135.000 1.000
68.600 123.000 1.000
68.620 144.000 1.000
68.640 133.000 1.000
68.660 131.000 1.000
68.680 120.000 1.000
68.700 150.000 1.000
68.720 140.000 1.000
68.740 138.000 1.000
68.760 134.000 1.000
68.780 154.000 1.000
68.800 156.000 1.000
68.820 144.000 1.000
68.840 153.000 1.000
68.860 140.000 1.000
68.880 137.000 1.000
68.900 160.000 1.000
68.920 179.000 1.000
68.940 156.000 1.000
68.960 147.000 1.000
68.980 161.000 1.000
69.000 154.000 1.000
69.020 156.000 1.000
69.040 143.000 1.000
69.060 126.000 1.000
69.080 145.000 1.000
69.100 158.000 1.000
69.120 159.000 1.000
69.140 149.000 1.000
69.160 142.000 1.000
69.180 138.000 1.000
69.200 158.000 1.000
69.220 156.000 1.000
69.240 151.000 1.000
69.260 154.000 1.000
69.280 165.000 1.000
69.300 146.000 1.000
69.320 145.000 1.000
69.340 136.000 1.000
69.360 131.000 1.000
69.380 136.000 1.000
69.400 156.000 1.000
69.420 165.000 1.000
69.440 147.000 1.000
69.460 143.000 1.000
69.480 149.000 1.000
69.500 133.000 1.000
69.520 156.000 1.000
69.540 158.000 1.000
69.560 154.000 1.000
69.580 139.000 1.000
69.600 143.000 1.000
69.620 142.000 1.000
69.640 136.000 1.000
69.660 143.000 1.000
69.680 141.000 1.000
69.700 150.000 1.000
69.720 153.000 1.000
69.740 162.000 1.000
69.760 153.000 1.000
69.780 148.000 1.000
69.800 160.000 1.000
69.820 132.000 1.000
69.840 156.000 1.000
69.860 139.000 1.000
69.880 142.000 1.000
69.900 153.000 1.000
69.920 162.000 1.000
69.940 157.000 1.000
69.960 168.000 1.000
69.980 156.000 1.000
70.000 158.000 1.000
70.020 144.000 1.000
70.040 150.000 1.000
70.060 152.000 1.000
70.080 141.000 1.000
70.100 148.000 1.000
70.120 140.000 1.000
70.140 156.000 1.000
70.160 154.000 1.000
70.180 153.000 1.000
70.200 145.000 1.000
70.220 150.000 1.000
70.240 144.000 1.000
70.260 148.000 1.000
70.280 149.000 1.000
70.300 153.000 1.000
70.320 135.000 1.000
70.340 138.000 1.000
70.360 155.000 1.000
70.380 147.000 1.000
70.400 152.000 1.000
70.420 165.000 1.000
70.440 139.000 1.000
70.460 139.000 1.000
70.480 170.000 1.000
70.500 142.000 1.000
70.520 123.000 1.000
70.540 141.000 1.000
70.560 135.000 1.000
70.580 128.000 1.000
70.600 140.000 1.000
70.620 148.000 1.000
70.640 135.000 1.000
70.660 145.000 1.000
70.680 155.000 1.000
70.700 172.000 1.000
70.720 157.000 1.000
70.740 153.000 1.000
70.760 147.000 1.000
70.780 142.000 1.000
70.800 136.000 1.000
70.820 152.000 1.000
70.840 162.000 1.000
70.860 141.000 1.000
70.880 145.000 1.000
70.900 134.000 1.000
70.920 147.000 1.000
70.940 139.000 1.000
70.960 150.000 1.000
70.980 145.000 1.000
71.000 146.000 1.000
71.020 139.000 1.000
71.040 144.000 1.000
71.060 124.000 1.000
71.080 128.000 1.000
71.100 140.000 1.000
71.120 137.000 1.000
71.140 140.000 1.000
71.160 136.000 1.000
71.180 141.000 1.000
71.200 140.000 1.000
71.220 152.000 1.000
71.240 129.000 1.000
71.260 135.000 1.000
71.280 150.000 1.000
71.300 139.000 1.000
71.320 131.000 1.000
71.340 153.000 1.000
71.360 144.000 1.000
71.380 152.000 1.000
71.400 146.000 1.000
71.420 126.000 1.000
71.440 140.000 1.000
71.460 156.000 1.000
71.480 131.000 1.000
71.500 151.000 1.000
71.520 153.000 1.000
71.540 166.000 1.000
71.560 166.000 1.000
71.580 147.000 1.000
71.600 132.000 1.000
71.620 138.000 1.000
71.640 170.000 1.000
71.660 152.000 1.000
71.680 134.000 1.000
71.700 151.000 1.000
71.720 147.000 1.000
71.740 150.000 1.000
71.760 151.000 1.000
71.780 150.000 1.000
71.800 151.000 1.000
71.820 173.000 1.000
71.840 136.000 1.000
71.860 151.000 1.000
71.880 154.000 1.000
71.900 141.000 1.000
71.920 122.000 1.000
71.940 153.000 1.000
71.960 153.000 1.000
71.980 147.000 1.000
72.000 150.000 1.000
72.020 148.000 1.000
72.040 154.000 1.000
72.060 133.000 1.000
72.080 147.000 1.000
72.100 147.000 1.000
72.120 146.000 1.000
72.140 152.000 1.000
72.160 168.000 1.000
72.180 136.000 1.000
72.200 152.000 1.000
72.220 169.000 1.000
72.240 154.000 1.000
72.260 142.000 1.000
72.280 165.000 1.000
72.300 154.000 1.000
72.320 135.000 1.000
72.340 155.000 1.000
72.360 160.000 1.000
72.380 165.000 1.000
72.400 150.000 1.000
72.420 139.000 1.000
72.440 152.000 1.000
72.460 154.000 1.000
72.480 143.000 1.000
72.500 145.000 1.000
72.520 152.000 1.000
72.540 149.000 1.000
72.560 152.000 1.000
72.580 175.000 1.000
72.600 167.000 1.000
72.620 158.000 1.000
72.640 163.000 1.000
72.660 157.000 1.000
72.680 156.000 1.000
72.700 145.000 1.000
72.720 154.000 1.000
72.740 187.000 1.000
72.760 162.000 1.000
72.780 155.000 1.000
72.800 142.000 1.000
72.820 156.000 1.000
72.840 178.000 1.000
72.860 175.000 1.000
72.880 171.000 1.000
72.900 175.000 1.000
72.920 157.000 1.000
72.940 171.000 1.000
72.960 147.000 1.000
72.980 163.000 1.000
73.000 159.000 1.000
73.020 173.000 1.000
73.040 172.000 1.000
73.060 177.000 1.000
73.080 174.000 1.000
73.100 167.000 1.000
73.120 183.000 1.000
73.140 207.000 1.000
73.160 172.000 1.000
73.180 177.000 1.000
73.200 178.000 1.000
73.220 189.000 1.000
73.240 197.000 1.000
73.260 224.000 1.000
73.280 214.000 1.000
73.300 228.000 1.000
73.320 230.000 1.000
73.340 214.000 1.000
73.360 225.000 1.000
73.380 249.000 1.000
73.400 234.000 1.000
73.420 261.000 1.000
73.440 276.000 1.000
73.460 263.000 1.000
73.480 280.000 1.000
73.500 296.000 1.000
73.520 295.000 1.000
73.540 316.000 1.000
73.560 293.000 1.000
73.580 290.000 1.000
73.600 287.000 1.000
73.620 298.000 1.000
73.640 324.000 1.000
73.660 278.000 1.000
73.680 262.000 1.000
73.700 275.000 1.000
73.720 263.000 1.000
73.740 279.000 1.000
73.760 276.000 1.000
73.780 255.000 1.000
73.800 249.000 1.000
73.820 253.000 1.000
73.840 239.000 1.000
73.860 252.000 1.000
73.880 207.000 1.000
73.900 214.000 1.000
73.920 216.000 1.000
73.940 197.000 1.000
73.960 191.000 1.000
73.980 223.000 1.000
74.000 213.000 1.000
74.020 217.000 1.000
74.040 181.000 1.000
74.060 184.000 1.000
74.080 170.000 1.000
74.100 187.000 1.000
74.120 188.000 1.000
74.140 202.000 1.000
74.160 196.000 1.000
74.180 200.000 1.000
74.200 186.000 1.000
74.220 180.000 1.000
74.240 186.000 1.000
74.260 168.000 1.000
74.280 164.000 1.000
74.300 162.000 1.000
74.320 179.000 1.000
74.340 177.000 1.000
74.360 165.000 1.000
74.380 161.000 1.000
74.400 163.000 1.000
74.420 155.000 1.000
74.440 167.000 1.000
74.460 173.000 1.000
74.480 179.000 1.000
74.500 158.000 1.000
74.520 176.000 1.000
74.540 163.000 1.000
74.560 148.000 1.000
74.580 159.000 1.000
74.600 169.000 1.000
74.620 160.000 1.000
74.640 164.000 1.000
74.660 151.000 1.000
74.680 147.000 1.000
74.700 155.000 1.000
74.720 157.000 1.000
74.740 158.000 1.000
74.760 146.000 1.000
74.780 145.000 1.000
74.800 160.000 1.000
74.820 146.000 1.000
74.840 147.000 1.000
74.860 132.000 1.000
74.880 147.000 1.000
74.900 141.000 1.000
74.920 150.000 1.000
74.940 130.000 1.000
74.960 140.000 1.000
74.980 137.000 1.000
75.000 141.000 1.000
75.020 152.000 1.000
75.040 164.000 1.000
75.060 156.000 1.000
75.080 135.000 1.000
75.100 144.000 1.000
75.120 158.000 1.000
75.140 155.000 1.000
75.160 150.000 1.000
75.180 150.000 1.000
75.200 146.000 1.000
75.220 141.000 1.000
75.240 145.000 1.000
75.260 128.000 1.000
75.280 145.000 1.000
75.300 125.000 1.000
75.320 118.000 1.000
75.340 138.000 1.000
75.360 148.000 1.000
75.380 161.000 1.000
75.400 158.000 1.000
75.420 122.000 1.000
75.440 162.000 1.000
75.460 153.000 1.000
75.480 144.000 1.000
75.500 147.000 1.000
75.520 136.000 1.000
75.540 134.000 1.000
75.560 146.000 1.000
75.580 141.000 1.000
75.600 143.000 1.000
75.620 156.000 1.000
75.640 150.000 1.000
75.660 136.000 1.000
75.680 136.000 1.000
75.700 134.000 1.000
75.720 160.000 1.000
75.740 120.000 1.000
75.760 152.000 1.000
75.780 142.000 1.000
75.800 118.000 1.000
75.820 159.000 1.000
75.840 142.000 1.000
75.860 136.000 1.000
75.880 136.000 1.000
75.900 158.000 1.000
75.920 149.000 1.000
75.940 126.000 1.000
75.960 147.000 1.000
75.980 137.000 1.000
76.000 144.000 1.000
76.020 131.000 1.000
76.040 129.000 1.000
76.060 135.000 1.000
76.080 137.000 1.000
76.100 143.000 1.000
76.120 150.000 1.000
76.140 155.000 1.000
76.160 161.000 1.000
76.180 141.000 1.000
76.200 149.000 1.000
76.220 144.000 1.000
76.240 135.000 1.000
76.260 150.000 1.000
76.280 141.000 1.000
76.300 138.000 1.000
76.320 145.000 1.000
76.340 162.000 1.000
76.360 143.000 1.000
76.380 148.000 1.000
76.400 138.000 1.000
76.420 144.000 1.000
76.440 146.000 1.000
76.460 131.000 1.000
76.480 166.000 1.000
76.500 145.000 1.000
76.520 139.000 1.000
76.540 151.000 1.000
76.560 162.000 1.000
76.580 145.000 1.000
76.600 130.000 1.000
76.620 137.000 1.000
76.640 146.000 1.000
76.660 145.000 1.000
76.680 133.000 1.000
76.700 153.000 1.000
76.720 169.000 1.000
76.740 152.000 1.000
76.760 143.000 1.000
76.780 173.000 1.000
76.800 149.000 1.000
76.820 152.000 1.000
76.840 151.000 1.000
76.860 145.000 1.000
76.880 164.000 1.000
76.900 160.000 1.000
76.920 155.000 1.000
76.940 142.000 1.000
76.960 140.000 1.000
76.980 137.000 1.000
77.000 152.000 1.000
77.020 155.000 1.000
77.040 159.000 1.000
77.060 159.000 1.000
77.080 159.000 1.000
77.100 156.000 1.000
77.120 149.000 1.000
77.140 166.000 1.000
77.160 154.000 1.000
77.180 143.000 1.000
77.200 171.000 1.000
77.220 204.000 1.000
77.240 166.000 1.000
77.260 155.000 1.000
77.280 169.000 1.000
77.300 180.000 1.000
77.320 169.000 1.000
77.340 174.000 1.000
77.360 170.000 1.000
77.380 169.000 1.000
77.400 160.000 1.000
77.420 188.000 1.000
77.440 184.000 1.000
77.460 165.000 1.000
77.480 191.000 1.000
77.500 182.000 1.000
77.520 181.000 1.000
77.540 174.000 1.000
77.560 152.000 1.000
77.580 171.000 1.000
77.600 180.000 1.000
77.620 173.000 1.000
77.640 182.000 1.000
77.660 181.000 1.000
77.680 175.000 1.000
77.700 165.000 1.000
77.720 158.000 1.000
77.740 163.000 1.000
77.760 172.000 1.000
77.780 159.000 1.000
77.800 167.000 1.000
77.820 166.000 1.000
77.840 169.000 1.000
77.860 159.000 1.000
77.880 167.000 1.000
77.900 148.000 1.000
77.920 141.000 1.000
77.940 154.000 1.000
77.960 149.000 1.000
77.980 130.000 1.000
78.000 161.000 1.000
78.020 157.000 1.000
78.040 141.000 1.000
78.060 141.000 1.000
78.080 140.000 1.000
78.100 140.000 1.000
78.120 161.000 1.000
78.140 157.000 1.000
78.160 136.000 1.000
78.180 148.000 1.000
78.200 152.000 1.000
78.220 140.000 1.000
78.240 141.000 1.000
78.260 147.000 1.000
78.280 153.000 1.000
78.300 157.000 1.000
78.320 147.000 1.000
78.340 155.000 1.000
78.360 155.000 1.000
78.380 142.000 1.000
78.400 162.000 1.000
78.420 147.000 1.000
78.440 144.000 1.000
78.460 142.000 1.000
78.480 150.000 1.000
78.500 169.000 1.000
78.520 144.000 1.000
78.540 158.000 1.000
78.560 160.000 1.000
78.580 151.000 1.000
78.600 132.000 1.000
78.620 145.000 1.000
78.640 153.000 1.000
78.660 147.000 1.000
78.680 136.000 1.000
78.700 152.000 1.000
78.720 138.000 1.000
78.740 130.000 1.000
78.760 146.000 1.000
78.780 148.000 1.000
78.800 139.000 1.000
78.820 152.000 1.000
78.840 135.000 1.000
78.860 163.000 1.000
78.880 146.000 1.000
78.900 149.000 1.000
78.920 142.000 1.000
78.940 165.000 1.000
78.960 150.000 1.000
78.980 151.000 1.000
79.000 147.000 1.000
79.020 129.000 1.000
79.040 112.000 1.000
79.060 142.000 1.000
79.080 143.000 1.000
79.100 152.000 1.000
79.120 152.000 1.000
79.140 147.000 1.000
79.160 158.000 1.000
79.180 169.000 1.000
79.200 150.000 1.000
79.220 136.000 1.000
79.240 136.000 1.000
79.260 141.000 1.000
79.280 155.000 1.000
79.300 146.000 1.000
79.320 151.000 1.000
79.340 131.000 1.000
79.360 154.000 1.000
79.380 126.000 1.000
79.400 136.000 1.000
79.420 149.000 1.000
79.440 130.000 1.000
79.460 150.000 1.000
79.480 138.000 1.000
79.500 149.000 1.000
79.520 149.000 1.000
79.540 137.000 1.000
79.560 134.000 1.000
79.580 123.000 1.000
79.600 140.000 1.000
